ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0000428	DNA-directed RNA polymerase complex	13	4	LdBPK_030080.1,LdBPK_272470.1,LdBPK_290140.1,LdBPK_310170.1,	30.8	15.16	22.16	0.000100197112196	0.00480946138538	0.0144283841562
GO:0055029	nuclear DNA-directed RNA polymerase complex	13	4	LdBPK_030080.1,LdBPK_272470.1,LdBPK_290140.1,LdBPK_310170.1,	30.8	15.16	22.16	0.000100197112196	0.00480946138538	0.0144283841562
GO:0030880	RNA polymerase complex	13	4	LdBPK_030080.1,LdBPK_272470.1,LdBPK_290140.1,LdBPK_310170.1,	30.8	15.16	22.16	0.000100197112196	0.00480946138538	0.0144283841562
GO:0061695	transferase complex, transferring phosphorus-containing groups	21	4	LdBPK_030080.1,LdBPK_272470.1,LdBPK_290140.1,LdBPK_310170.1,	19.0	9.38	11.71	0.000739573586637	0.0266246491189	0.106498596476
GO:0032993	protein-DNA complex	27	4	LdBPK_030080.1,LdBPK_211160.1,LdBPK_211170.1,LdBPK_240930.1,	14.8	7.3	8.65	0.00197417372049	0.0568562031502	0.284281015751
GO:0098562	cytoplasmic side of membrane	4	2	LdBPK_330280.1,LdBPK_361420.1,	50.0	24.63	49.07	0.00238700861911	0.0572882068586	0.343729241152
GO:0005665	RNA polymerase II, core complex	5	2	LdBPK_290140.1,LdBPK_310170.1,	40.0	19.71	32.71	0.0039255583492	0.0706600502856	0.565280402285
GO:0098552	side of membrane	5	2	LdBPK_330280.1,LdBPK_361420.1,	40.0	19.71	32.71	0.0039255583492	0.0706600502856	0.565280402285
GO:1990234	transferase complex	42	4	LdBPK_030080.1,LdBPK_272470.1,LdBPK_290140.1,LdBPK_310170.1,	9.5	4.69	5.22	0.00996967269304	0.134343468976	1.0
GO:0016591	RNA polymerase II, holoenzyme	8	2	LdBPK_290140.1,LdBPK_310170.1,	25.0	12.32	16.34	0.0105611429889	0.134343468976	1.0
GO:1905368	peptidase complex	43	4	LdBPK_150600.1,LdBPK_180360.1,LdBPK_281850.1,LdBPK_322960.1,	9.3	4.58	5.09	0.0108233229539	0.134343468976	1.0
GO:0140535	intracellular protein-containing complex	93	6	LdBPK_030080.1,LdBPK_272470.1,LdBPK_281850.1,LdBPK_290140.1,LdBPK_310170.1,LdBPK_322960.1,	6.5	3.18	3.45	0.0111952890814	0.134343468976	1.0
GO:0005634	nucleus	1418	40	LdBPK_030080.1,LdBPK_030190.1,LdBPK_060110.1,LdBPK_060410.1,LdBPK_070130.1,LdBPK_070820.1,LdBPK_100210.1,LdBPK_140140.1,LdBPK_151140.1,LdBPK_151290.1,LdBPK_151430.1,LdBPK_180360.1,LdBPK_190660.1,LdBPK_190760.1,LdBPK_200670.1,LdBPK_211160.1,LdBPK_211170.1,LdBPK_240930.1,LdBPK_261910.1,LdBPK_272020.1,LdBPK_272470.1,LdBPK_281850.1,LdBPK_290140.1,LdBPK_290500.1,LdBPK_292660.1,LdBPK_302620.1,LdBPK_302830.1,LdBPK_310110.1,LdBPK_310170.1,LdBPK_311930.1,LdBPK_322280.1,LdBPK_322960.1,LdBPK_340180.1,LdBPK_340900.1,LdBPK_351030.1,LdBPK_351160.1,LdBPK_352390.1,LdBPK_354000.1,LdBPK_361420.1,LdBPK_361720.1,	2.8	1.39	1.6	0.0122169722121	0.135326461427	1.0
GO:0098554	cytoplasmic side of endoplasmic reticulum membrane	1	1	LdBPK_361420.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0043601	nuclear replisome	1	1	LdBPK_030080.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0043596	nuclear replication fork	1	1	LdBPK_030080.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0000408	EKC/KEOPS complex	1	1	LdBPK_310110.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0030894	replisome	1	1	LdBPK_030080.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0005658	alpha DNA polymerase:primase complex	1	1	LdBPK_030080.1,	100.0	49.27	inf	0.0202976995943	0.14734222988	1.0
GO:0044464	obsolete cell part	856	26	LdBPK_030080.1,LdBPK_060110.1,LdBPK_070130.1,LdBPK_100210.1,LdBPK_140140.1,LdBPK_151430.1,LdBPK_190660.1,LdBPK_200670.1,LdBPK_211160.1,LdBPK_211170.1,LdBPK_240930.1,LdBPK_261910.1,LdBPK_272020.1,LdBPK_281850.1,LdBPK_290140.1,LdBPK_292660.1,LdBPK_302620.1,LdBPK_310110.1,LdBPK_310170.1,LdBPK_311930.1,LdBPK_322280.1,LdBPK_340180.1,LdBPK_340900.1,LdBPK_352390.1,LdBPK_354000.1,LdBPK_361420.1,	3.0	1.5	1.65	0.0204641985944	0.14734222988	1.0
